file_name,ion_pot,elec_aff,homo_n,lumo_n,smiles,selfies
12482,12.391276513878758,-5.2019719458486815,-0.214923,-0.099938,CC1=CC2=NC=C(C=O)N2C=C1Br,[C][C][=C][C][=N][C][=C][Branch1][Ring1][C][=O][N][Ring1][#Branch1][C][=C][Ring1][O][Br]
11447,12.855179709939414,-5.280526565421709,-0.23611,-0.098012,CC1(C)OB(C2=CC=C(C(=O)O)C(F)=C2)OC1(C)C,[C][C][Branch1][C][C][O][B][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][F][=C][Ring1][#Branch2][O][C][Ring1][S][Branch1][C][C][C]
24374,11.951018588357751,-4.235371919452027,-0.201106,-0.059323,O=C(O)CN1C=CC2=C(F)C=CC=C21,[O][=C][Branch1][C][O][C][N][C][=C][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][Ring1][#Branch2]
22709,12.59921862211,-3.755535050219257,-0.211697,-0.046887,OC1=CC=CC(OC(F)F)=C1,[O][C][=C][C][=C][C][Branch1][#Branch1][O][C][Branch1][C][F][F][=C][Ring1][#Branch2]
32133,11.656756929589822,-4.998594754973088,-0.204412,-0.086061,CC1=CC2=C(C=C1C3(C4=CC=C(C(=O)O)C=N4)CC3)C(C)(C)CCC2(C)C,[C][C][=C][C][=C][Branch2][Ring1][O][C][=C][Ring1][=Branch1][C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=N][Ring1][=Branch2][C][C][Ring1][N][C][Branch1][C][C][Branch1][C][C][C][C][C][Ring2][Ring1][=Branch1][Branch1][C][C][C]
17606,11.056649073021932,-4.440548573758987,-0.171029,-0.036298,CCN(CC)C1=C(N)C=CC=C1Cl,[C][C][N][Branch1][Ring1][C][C][C][=C][Branch1][C][N][C][=C][C][=C][Ring1][#Branch1][Cl]
25773,11.792261995282724,-6.0411142877005135,-0.198367,-0.119811,O=C(C=CC1=CC=C(I)O1)C2=CC=C[N+1]([O-1])=C2,[O][=C][Branch1][=N][C][=C][C][=C][C][=C][Branch1][C][I][O][Ring1][=Branch1][C][=C][C][=C][N+1][Branch1][C][O-1][=C][Ring1][#Branch1]
18977,11.87151049534936,-4.3871309317688825,-0.199563,-0.043364,COCCNC(=O)NC1=CC=CC(Cl)=C1,[C][O][C][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1]
19011,11.838586545900045,-5.549668661651252,-0.204722,-0.096588,O=C(O)CCC1=C(C(=O)O)[NH1]C2=CC(Cl)=CC=C12,[O][=C][Branch1][C][O][C][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][NH1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][=N][Ring1][#Branch1]
23949,12.718376951660314,-4.798180297770509,-0.210485,-0.092809,COC1=CC=C(C=O)C(F)=C1,[C][O][C][=C][C][=C][Branch1][Ring1][C][=O][C][Branch1][C][F][=C][Ring1][=Branch2]
