file_name,ion_pot,elec_aff,homo_n,lumo_n,smiles,selfies
10142,12.00184411048877,-3.935913231788873,-0.196981,-0.05147,COC1=CC=C(B(O)O)C(OC)=N1,[C][O][C][=C][C][=C][Branch1][=Branch1][B][Branch1][C][O][O][C][Branch1][Ring1][O][C][=N][Ring1][O]
21729,13.311466275001967,-5.238649924860029,-0.2426,-0.099662,CC1=CC(C(=O)O)=CC(C(F)(F)F)=C1,[C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][=N]
31380,12.012200072870652,-3.683788894959056,-0.199144,-0.037527,CC(=O)N1CCCCC2=CC=CC=C21,[C][C][=Branch1][C][=O][N][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O]
13181,12.417366964887766,-5.375957175074084,-0.214806,-0.114404,O=[N+1]([O-1])C1=CC(Br)=C2[NH1]C=CC2=C1,[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][C][Br][=C][NH1][C][=C][C][Ring1][Branch1][=C][Ring1][#Branch2]
14094,11.792261995282724,-5.530651710076396,-0.207113,-0.0961,O=C(O)C1=CC(C2=CC=C(Br)C=C2)=NN1C3=CC=CC(Cl)=C3,[O][=C][Branch1][C][O][C][=C][C][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][=N][N][Ring1][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1]
9855,12.869434736510826,-4.790229243570785,-0.230004,-0.077831,OCC1=CC(C(F)(F)F)=CC=C1B(O)O,[O][C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=C][Ring1][#Branch2][B][Branch1][C][O][O]
6146,13.047588690939314,-6.729833677328094,-0.236957,-0.128963,O=S(=O)(Cl)C1=CC=CC2=CN=CC=C12,[O][=S][=Branch1][C][=O][Branch1][C][Cl][C][=C][C][=C][C][=C][N][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
581,11.797865012289003,-4.232812452791003,-0.207264,-0.051117,CC1=CC=C([Hg]C2=CC=C(C)C=C2)C=C1,[C][C][=C][C][=C][Branch1][=N][Hg][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring1][=C]
6062,12.453905351466648,-6.737160239077385,-0.227314,-0.127692,CC=1N=C(C2=CC=CC=C2)SC=1S(=O)(=O)Cl,[C][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=Ring1][O][S][=Branch1][C][=O][=Branch1][C][=O][Cl]
12585,12.853006095261314,-5.951997174258818,-0.236522,-0.102958,ClC1=C(Cl)C(Cl)=C(Br)C(Br)=C1Cl,[Cl][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Branch1][C][Br][C][Branch1][C][Br][=C][Ring1][#Branch2][Cl]
33872,11.780364801860156,-3.982194244811868,-0.203528,-0.037711,CC1=CC=CC(C)=C1NC(=O)CN2CCCC2=O,[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][N][C][C][C][C][Ring1][Branch1][=O]
24150,11.592662235419883,-3.660519952532399,-0.1903,-0.046916,FC1=CC=CC=C1CNC2CC2,[F][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][C][C][Ring1][Ring1]
17714,12.933582220028612,-5.393012485652662,-0.235211,-0.084119,O=C(O)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,[O][=C][Branch1][C][O][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][=Branch2][Cl]
