file_name,ion_pot,elec_aff,homo_n,lumo_n,smiles,selfies
31569,11.940718408529907,-3.628221583971285,-0.197602,-0.031994,CC(C)[C@H1](NC(=O)[C@@H1]1CCCN1)C(=O)O,[C][C][Branch1][C][C][C@H1][Branch1][=N][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][O]
29947,11.83317019635026,-3.283027191733906,-0.199797,-0.00278,CCCCCCCCCCCCCCCC(=O)NCCCCCCCCCCCC,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C][C][C][C][C][C][C][C][C][C][C][C]
24849,12.351967775379329,-4.623094655701451,-0.208312,-0.078693,N#CC1=CC=2N=C(N)OC=2C=C1F,[N][#C][C][=C][C][N][=C][Branch1][C][N][O][C][=Ring1][=Branch1][C][=C][Ring1][#Branch2][F]
10374,11.163161634542892,-4.378746950556013,-0.179738,-0.06423,OB(O)C1=CC=C(N2CCOCC2)C(Cl)=C1,[O][B][Branch1][C][O][C][=C][C][=C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][Branch1][C][Cl][=C][Ring1][=N]
14545,11.888957644323238,-4.8554488404883385,-0.195823,-0.073319,BrC1=CC=NC(N2CCOCC2)=N1,[Br][C][=C][C][=N][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=N][Ring1][N]
31116,12.057311012890413,-3.155419302461295,-0.200461,-0.011421,CCOCCN1C[C@@H1](N)CC1=O,[C][C][O][C][C][N][C][C@@H1][Branch1][C][N][C][C][Ring1][=Branch1][=O]
23640,13.185767509484911,-5.376170237215332,-0.244238,-0.089974,CS(=O)(=O)C1=CC=C(Br)C(F)=C1,[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][C][Branch1][C][F][=C][Ring1][Branch2]
23387,11.799922163890615,-5.349364409002571,-0.208507,-0.094721,CC1=CC=C(C2=NN(C3=CC=C(F)C(Cl)=C3)C=C2C=O)C=C1,[C][C][=C][C][=C][Branch2][Ring1][#Branch2][C][=N][N][Branch1][#C][C][=C][C][=C][Branch1][C][F][C][Branch1][C][Cl][=C][Ring1][Branch2][C][=C][Ring1][=N][C][=O][C][=C][Ring2][Ring1][Branch1]
25830,12.098797719819023,-5.731048208020196,-0.204229,-0.087485,CC1=CC(I)=C(O)C(I)=C1,[C][C][=C][C][Branch1][C][I][=C][Branch1][C][O][C][Branch1][C][I][=C][Ring1][=Branch2]
5232,11.860692762302389,-5.058453784879427,-0.207534,-0.071964,O=C(O)C[C@H1](NC1=NC=NC2=C1N=CN2[C@@H1]3O[C@H1](COP(=O)(O)O)[C@@H1](O)[C@H1]3O)C(=O)O,[O][=C][Branch1][C][O][C][C@H1][Branch2][Ring2][=Branch1][N][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C@@H1][O][C@H1][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C@@H1][Branch1][C][O][C@H1][Ring1][N][O][C][=Branch1][C][=O][O]
13278,12.123192109207542,-6.000606904662306,-0.213323,-0.128841,O=CC1=CC2=CC(Cl)=CC(Br)=C2OC1,[O][=C][C][=C][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][Br][=C][Ring1][Branch2][O][C][Ring1][N]
30870,12.741114463259208,-4.026688855681485,-0.205158,-0.050967,CC(=O)N1CCC[C@@H1]1C(=O)O,[C][C][=Branch1][C][=O][N][C][C][C][C@@H1][Ring1][Branch1][C][=Branch1][C][=O][O]
29518,12.34359277379894,-3.843148211690449,-0.200786,-0.055755,CCNCC1=NC(C)=NO1,[C][C][N][C][C][=N][C][Branch1][C][C][=N][O][Ring1][=Branch1]
19605,11.93916574886634,-4.326405503622008,-0.197767,-0.047559,CCCOC(=O)NC1=CC=C(Cl)C=C1,[C][C][C][O][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
17768,12.797203137009127,-5.244506276279289,-0.221939,-0.099587,CCC(=O)C1=CC(Cl)=CC=C1Cl,[C][C][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Cl]
29328,12.634869657980293,-4.853007741669127,-0.21977,-0.083374,O=C(O)CNC(=O)C1=CC=CN=C1,[O][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1]
31421,11.403107960430107,-3.3699598060904123,-0.171564,-0.010218,C[C@@H1](C#N)N1CCN(C)CC1,[C][C@@H1][Branch1][Ring1][C][#N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1]
32948,12.52514946378075,-5.283253379729372,-0.228202,-0.097027,O=C(O)C1=CN=CC(C2=CC=CC=C2)=C1,[O][=C][Branch1][C][O][C][=C][N][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][N]
8129,12.1493037848072,-4.990143562589491,-0.213058,-0.08621,COCC1=CC(Cl)=NC(C2=CSC(C)=N2)=N1,[C][O][C][C][=C][C][Branch1][C][Cl][=N][C][Branch1][O][C][=C][S][C][Branch1][C][C][=N][Ring1][=Branch1][=N][Ring1][=N]
6143,12.59836419670659,-6.381154100211595,-0.216654,-0.107938,O=S(=O)(Cl)C1=CC=CC2=C1OCC2,[O][=S][=Branch1][C][=O][Branch1][C][Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Ring1][Branch1]
12839,13.304316584738311,-6.1445759519096725,-0.25066,-0.141176,O=[N+1]([O-1])C1=CC(Br)=C(Br)C(Br)=C1,[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][C][Br][=C][Branch1][C][Br][C][Branch1][C][Br][=C][Ring1][=Branch2]
30484,12.305315332211755,-3.7945077328588632,-0.197833,-0.038063,CC(C)(C)OC(=O)[C@@H1](N)CC(N)=O,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][Branch1][C][N][=O]
30460,12.016634105320747,-3.3226121218688727,-0.198228,-0.031424,CC(C)[C@H1](N)C1=CC=CC=C1,[C][C][Branch1][C][C][C@H1][Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1]
