file_name,ion_pot,elec_aff,homo_n,lumo_n,smiles,selfies
6355,13.71568758477379,-6.5553382418470205,-0.262977,-0.110864,CC(C)NS(=O)(=O)Cl,[C][C][Branch1][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][Cl]
23833,12.395405238901766,-6.10749661063619,-0.222497,-0.127958,O=CC1=CN(C2=CC=C(F)C=C2F)N=C1C3=CC=C([N+1](=O)[O-1])C=C3,[O][=C][C][=C][N][Branch1][=N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F][N][=C][Ring1][=N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2]
10223,12.317893344849942,-4.917356586579598,-0.214151,-0.084879,CC(=O)N1N=CC2=C(B(O)O)C=CC=C21,[C][C][=Branch1][C][=O][N][N][=C][C][=C][Branch1][=Branch1][B][Branch1][C][O][O][C][=C][C][=C][Ring1][=Branch2][Ring1][N]
17318,11.165873482807246,-6.581765292930097,-0.188028,-0.134227,COC1=CC=CC(NC2=C(Cl)C(=O)C(NC3=CC=CC(OC)=C3)=C(Cl)C2=O)=C1,[C][O][C][=C][C][=C][C][Branch2][Ring2][Ring2][N][C][=C][Branch1][C][Cl][C][=Branch1][C][=O][C][Branch1][=C][N][C][=C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][=C][Branch1][C][Cl][C][Ring2][Ring1][C][=O][=C][Ring2][Ring1][#Branch2]
29867,11.921058461031592,-4.216441226750636,-0.213182,-0.043427,N[C@@H1](CCCNC(=O)OCC1=CC=CC=C1)C(=O)O,[N][C@@H1][Branch2][Ring1][Ring1][C][C][C][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O]
2235,12.41016067576108,-7.274733952328976,-0.231187,-0.159482,O=C(C=CC1=CC=C([N+1](=O)[O-1])O1)C=CC2=CC=C([N+1](=O)[O-1])O2,[O][=C][Branch1][P][C][=C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][O][Ring1][Branch2][C][=C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][O][Ring1][Branch2]
23562,12.24393330263063,-4.162680454050562,-0.207098,-0.057986,CC(=O)NC1=CC=C(F)C(Cl)=C1,[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][Branch1][C][Cl][=C][Ring1][Branch2]
31277,12.138633263272547,-3.0141427836684223,-0.199362,0.011788,CC(C)(C)OC(=O)N1CCC(O)CC1,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][C][C][Branch1][C][O][C][C][Ring1][#Branch1]
1129,12.288317436839224,-4.956943693600932,-0.216265,-0.085292,CN1C(CC(=O)O)=NC2=C1C(=O)[NH1]C(=O)N2C,[C][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][=N][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][NH1][C][=Branch1][C][=O][N][Ring1][Branch2][C]
10136,12.95915103617144,-4.168515580888452,-0.226576,-0.063068,CC1=NC(F)=CC=C1B(O)O,[C][C][=N][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][B][Branch1][C][O][O]
9344,11.838220285840286,-4.456210409029629,-0.212888,-0.046019,C[Si](C)(OC(C1=CC=CC=C1)C2=CC=CC=C2)C3=CC=CC=C3,[C][Si][Branch1][C][C][Branch2][Ring1][Branch1][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
14434,13.254145759279314,-4.619108788418027,-0.230338,-0.093925,BrC1=CN=CN=C1,[Br][C][=C][N][=C][N][=C][Ring1][=Branch1]
31356,10.66633340057968,-3.241901574770949,-0.156513,-0.021561,CNCC1=CC=C2C(=C1)CCCN2C,[C][N][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][N][Ring1][#Branch1][C]
971,12.38625200272118,-3.6460349930095584,-0.198688,-0.028051,CC1=NC=CN1CCC#N,[C][C][=N][C][=C][N][Ring1][Branch1][C][C][C][#N]
22732,13.047581888190102,-5.128796668870109,-0.252307,-0.096421,N#CC1=CC=CC=C1O[C@H1](F)C(=O)O,[N][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C@H1][Branch1][C][F][C][=Branch1][C][=O][O]
25848,11.836163134241769,-5.286100466659638,-0.188316,-0.065705,CC1=C(N)C=C(Cl)C=C1I,[C][C][=C][Branch1][C][N][C][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][I]
26133,12.461498581020216,-5.39727699358058,-0.211056,-0.101211,COC1=CC(I)=CC=C1C=O,[C][O][C][=C][C][Branch1][C][I][=C][C][=C][Ring1][#Branch1][C][=O]
