file_name,ion_pot,elec_aff,homo_n,lumo_n,smiles,selfies
28196,10.944271996779875,-2.764988799600757,-0.163841,-0.003076,CC(C)=CN(C)C,[C][C][Branch1][C][C][=C][N][Branch1][C][C][C]
30014,10.807321482772664,-5.426659975599836,-0.169537,-0.087915,CN(C)CCCNC(=O)C1=CC=C(C2=CC(O)=C3N=CC=CC3=C2)C=C1,[C][N][Branch1][C][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][=C][N][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][O][C][=C][Ring1][P]
9630,12.786646357448806,-4.944389354529869,-0.223066,-0.093129,CC=1C=C(B(O)O)SC=1C#N,[C][C][C][=C][Branch1][=Branch1][B][Branch1][C][O][O][S][C][=Ring1][Branch2][C][#N]
33267,11.699397655031303,-4.373617949168352,-0.187178,-0.07675,COC1=CC2=C(N=N1)CCNC2,[C][O][C][=C][C][=C][Branch1][Branch1][N][=N][Ring1][=Branch1][C][C][N][C][Ring1][Branch2]
8902,12.278822158389534,-6.230206519911887,-0.2228,-0.13067,O=[N+1]([O-1])C1=CC=C(NC2=NC3=C(Cl)N=CN=C3S2)C=C1,[O][=N+1][Branch1][C][O-1][C][=C][C][=C][Branch2][Ring1][C][N][C][=N][C][=C][Branch1][C][Cl][N][=C][N][=C][Ring1][#Branch1][S][Ring1][#Branch2][C][=C][Ring1][P]
30900,10.826409999269329,-2.18530388697012,-0.161343,0.025029,C[C@H1]1CN(C)CCN1C,[C][C@H1][C][N][Branch1][C][C][C][C][N][Ring1][#Branch1][C]
13713,12.243484593231152,-5.1657600912689725,-0.208267,-0.09687,O=C(O)C1=CC(Br)=CC=2C=C[NH1]C1=2,[O][=C][Branch1][C][O][C][=C][C][Branch1][C][Br][=C][C][C][=C][NH1][C][Ring1][#Branch2][=Ring1][Branch1]
26792,11.76681181908883,-4.792235238488938,-0.20371,-0.067607,CC(C)(O)[C@H1](NC(=O)OCC1C2=CC=CC=C2C3=CC=CC=C31)C(=O)O,[C][C][Branch1][C][C][Branch1][C][O][C@H1][Branch2][Ring1][O][N][C][=Branch1][C][=O][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N][C][=Branch1][C][=O][O]
28785,12.484463576580149,-4.711718433708484,-0.212779,-0.075178,CC(=O)CC(=O)NC1=CC=CC=N1,[C][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=N][Ring1][=Branch1]
28011,12.526524435612563,-3.746000860039632,-0.209012,-0.048701,CC(=O)N[C@H1](CC1CC1)C(=O)O,[C][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][C][=Branch1][C][=O][O]
3188,12.89391184734,-5.89144562440067,-0.227251,-0.135883,CC1=C[N+1]([O-1])=CC=C1[N+1](=O)[O-1],[C][C][=C][N+1][Branch1][C][O-1][=C][C][=C][Ring1][#Branch1][N+1][=Branch1][C][=O][O-1]
27584,12.853516573621016,-4.961233507751084,-0.228657,-0.091646,CC1=CC=C(N=C=O)C(C#N)=C1,[C][C][=C][C][=C][Branch1][Ring2][N][=C][=O][C][Branch1][Ring1][C][#N][=C][Ring1][O]
9038,12.682859249690615,-4.947405421768069,-0.218831,-0.086779,CC=1N=NSC=1CN,[C][C][N][=N][S][C][=Ring1][Branch1][C][N]
27129,11.69586866044146,-4.671425201243108,-0.197715,-0.062058,CC(C)[C@H1](CC(=O)O)NC(=O)OCC1C2=CC=CC=C2C3=CC=CC=C31,[C][C][Branch1][C][C][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N]
8058,12.086326102188618,-5.35124985919409,-0.212404,-0.098745,COC(=O)C1=CSC(C2=CC=C(Br)C=C2)=N1,[C][O][C][=Branch1][C][=O][C][=C][S][C][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][=N][Ring1][N]
22308,13.812425410869915,-5.379757735442809,-0.255301,-0.114561,FC(F)(F)C1=CC(Br)=NC=N1,[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][Branch1][C][Br][=N][C][=N][Ring1][#Branch1]
9105,11.99433360238205,-5.135485132670546,-0.210966,-0.071351,CS(=O)(=O)[Si](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,[C][S][=Branch1][C][=O][=Branch1][C][=O][Si][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
6304,13.629546266289283,-6.965152772666629,-0.260439,-0.127013,N#CC1=CC=CC(CS(=O)(=O)Cl)=C1,[N][#C][C][=C][C][=C][C][Branch1][#Branch2][C][S][=Branch1][C][=O][=Branch1][C][=O][Cl][=C][Ring1][O]
15240,12.187364626840438,-2.7666979225085147,-0.24207,0.01784,C1CCC[C@H1]2CC[C@H1](CCCCCC[C@H1]3CC[C@@H1](CC1)CC3)CC2,[C][C][C][C][C@H1][C][C][C@H1][Branch2][Ring1][=Branch1][C][C][C][C][C][C][C@H1][C][C][C@@H1][Branch1][=Branch1][C][C][Ring2][Ring1][Ring2][C][C][Ring1][Branch2][C][C][Ring2][Ring1][Ring2]
