file_name,ion_pot,elec_aff,homo_n,lumo_n,smiles,selfies
25194,13.386158293118818,-4.896656362550478,-0.220505,-0.101216,O=CC1=CC=C(F)C=C1,[O][=C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]
12492,12.50929198142267,-5.536527653418823,-0.212388,-0.115727,NC(=O)C=1C=NN2C=C(Br)C=NC=12,[N][C][=Branch1][C][=O][C][C][=N][N][C][=C][Branch1][C][Br][C][=N][C][=Ring1][#Branch2][Ring1][#Branch1]
3982,11.237261541301791,-4.0909859996880655,-0.186435,-0.055417,O=C(CC1=CC=C[NH1]1)NNC(=O)CC2=CC=C[NH1]2,[O][=C][Branch1][=Branch2][C][C][=C][C][=C][NH1][Ring1][Branch1][N][N][C][=Branch1][C][=O][C][C][=C][C][=C][NH1][Ring1][Branch1]
32422,12.72068308390836,-5.003258448259759,-0.216548,-0.097571,CC1=NC=C(C(=O)O)C(C)=N1,[C][C][=N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][=N][Ring1][#Branch2]
26739,11.905302203587198,-4.478711184929432,-0.213907,-0.052738,CC[C@H1](C)[C@H1](NC(=O)[C@@H1](NC(=O)OCC1=CC=CC=C1)[C@@H1](C)CC)C(=O)O,[C][C][C@H1][Branch1][C][C][C@H1][Branch2][Ring1][=C][N][C][=Branch1][C][=O][C@@H1][Branch1][S][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][C][C][C][C][=Branch1][C][=O][O]
14634,14.44102073544509,-4.807944148789802,-0.238669,-0.034459,CCBr,[C][C][Br]
29380,12.001426149529763,-3.933200022979629,-0.198205,-0.016593,CC(C)CN(CC#N)CC(C)C,[C][C][Branch1][C][C][C][N][Branch1][Ring2][C][C][#N][C][C][Branch1][C][C][C]
14341,13.072320224619236,-5.069445940447931,-0.230693,-0.100638,C#CC1=NC=C(Br)C=N1,[C][#C][C][=N][C][=C][Branch1][C][Br][C][=N][Ring1][#Branch1]
22987,13.041970979996844,-5.226206606670417,-0.246488,-0.101786,O=C(O)C1=C(F)C=C(Br)C=C1F,[O][=C][Branch1][C][O][C][=C][Branch1][C][F][C][=C][Branch1][C][Br][C][=C][Ring1][Branch2][F]
13300,12.64267159589928,-4.568281905732835,-0.211325,-0.074021,O=C1NCC2=CC=CC(Br)=C21,[O][=C][N][C][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][Ring1][#Branch2]
3098,11.409501456988568,-5.624205577070346,-0.19703,-0.118658,NC1=CC=C(OC2=CC=C([N+1](=O)[O-1])C=N2)C=C1,[N][C][=C][C][=C][Branch1][P][O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=N][Ring1][=Branch2][C][=C][Ring1][S]
33206,11.827356566199317,-2.8442813814898784,-0.19027,-0.00235,CC(=O)NC1CCNCC1,[C][C][=Branch1][C][=O][N][C][C][C][N][C][C][Ring1][=Branch1]
