file_name,ion_pot,elec_aff,homo_n,lumo_n,smiles,selfies
29695,11.12005505677999,-4.058230486329343,-0.175393,-0.042259,OCC1=CC=CC=C1NCC2=CC=CC=C2,[O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
5816,12.16097077316967,-4.180151276600845,-0.202778,-0.052951,CS(=O)(=O)C1=CC=C(N)C=C1,[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]
6953,11.867393471050164,-5.132642943714884,-0.224057,-0.075022,CC1=CC=C(S(=O)(=O)NCCCC[C@H1](NC(=O)OCC2=CC=CC=C2)C(=O)O)C=C1,[C][C][=C][C][=C][Branch2][Ring2][Ring2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][C][C@H1][Branch1][S][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][Ring2][Ring1][=N]
11144,12.7374559443087,-4.351856496140364,-0.222998,-0.070438,CC1(C)OB(C2=CN=CS2)OC1(C)C,[C][C][Branch1][C][C][O][B][Branch1][Branch2][C][=C][N][=C][S][Ring1][Branch1][O][C][Ring1][O][Branch1][C][C][C]
6365,12.452040853752472,-5.00125762342952,-0.229197,-0.091203,CC(C)N(C1=CC=CC=C1C#N)S(C)(=O)=O,[C][C][Branch1][C][C][N][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][#N][S][Branch1][C][C][=Branch1][C][=O][=O]
6507,11.635229763272076,-4.578477595330597,-0.194192,-0.065428,NNC1=CC=CC(S(N)(=O)=O)=C1,[N][N][C][=C][C][=C][C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][=C][Ring1][#Branch2]
20827,14.29232976338054,-4.166469585799503,-0.234852,-0.08492,C[C@@H1](C=O)C(F)(F)F,[C][C@@H1][Branch1][Ring1][C][=O][C][Branch1][C][F][Branch1][C][F][F]
4630,11.74181878769873,-4.423524283720268,-0.197962,-0.057181,CC1=CC=C(C=2[NH1]N=C(C)C=2CC(=O)O)C=C1,[C][C][=C][C][=C][Branch1][P][C][NH1][N][=C][Branch1][C][C][C][=Ring1][=Branch1][C][C][=Branch1][C][=O][O][C][=C][Ring1][S]
12122,10.84670994949419,-4.474690487566219,-0.164179,-0.048988,CC1(C)OB(C2=CC3=CC=C(OCC4=CC=CC=C4)C=C3[NH1]2)OC1(C)C,[C][C][Branch1][C][C][O][B][Branch2][Ring1][#Branch2][C][=C][C][=C][C][=C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C][NH1][Ring1][P][O][C][Ring2][Ring1][#Branch1][Branch1][C][C][C]
13892,12.898113225738054,-6.236662057556253,-0.236527,-0.13883,O=C(O)C1=NC=NC2=CC=C(Br)C=C12,[O][=C][Branch1][C][O][C][=N][C][=N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][O][Ring1][#Branch1]
20027,12.863561514270556,-5.478605230378182,-0.224304,-0.115457,O=C(O)C1=CC=NC(Cl)=C1O,[O][=C][Branch1][C][O][C][=C][C][=N][C][Branch1][C][Cl][=C][Ring1][#Branch1][O]
27517,11.137090775438493,-5.712027991132031,-0.193968,-0.089931,C(=C/C1=CC=CC=C1)\C=N\CCCCCC/N=C/C=C/C2=CC=CC=C2,[C][=Branch1][#Branch2][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][\C][=N][\C][C][C][C][C][C][/N][=C][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1]
17229,11.8832754433122,-5.827073922250627,-0.196679,-0.074132,COC1=CC=CC=C1NC(=O)C(Cl)Cl,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][C][Cl][Cl]
9101,11.414992908902246,-3.8788133972780425,-0.181757,-0.044043,CC(C)(C)[Si](C)(C)N1C=CC2=C(Cl)C=CC=C21,[C][C][Branch1][C][C][Branch1][C][C][Si][Branch1][C][C][Branch1][C][C][N][C][=C][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Ring1][#Branch2]
10455,12.9774972365901,-4.330411507039752,-0.22262,-0.068575,OB(O)C1=CC(F)=CC(F)=C1,[O][B][Branch1][C][O][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2]
