file_name,ion_pot,elec_aff,homo_n,lumo_n,smiles,selfies
12831,12.539742178863996,-4.9148526303593,-0.216213,-0.091861,COC1=CC=C(Br)C(C#N)=C1,[C][O][C][=C][C][=C][Branch1][C][Br][C][Branch1][Ring1][C][#N][=C][Ring1][=Branch2]
11376,12.878449196589596,-4.767122206589543,-0.231022,-0.085009,CC1(C)OB(C2=CC(F)=CN=C2F)OC1(C)C,[C][C][Branch1][C][C][O][B][Branch1][=N][C][=C][C][Branch1][C][F][=C][N][=C][Ring1][#Branch1][F][O][C][Ring1][=C][Branch1][C][C][C]
4446,11.771358505081675,-3.638363667890551,-0.188506,-0.034161,NCCC1=NC2=CC=CC=C2[NH1]1,[N][C][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2]
6354,13.540666704883517,-6.574059409849251,-0.257721,-0.108697,CC(C)(C)NS(=O)(=O)Cl,[C][C][Branch1][C][C][Branch1][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][Cl]
11928,11.578945170318322,-4.816481055820243,-0.198005,-0.071625,CC(C)(C)OC(=O)N1CCCN(S(=O)(=O)C2=CC=CC(B3OC(C)(C)C(C)(C)O3)=C2)CC1,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][C][C][N][Branch2][Ring2][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring1][Ring2][B][O][C][Branch1][C][C][Branch1][C][C][C][Branch1][C][C][Branch1][C][C][O][Ring1][=Branch2][=C][Ring1][#C][C][C][Ring2][Ring1][=Branch2]
25809,11.930590202222367,-6.295345028037705,-0.215409,-0.107421,CC(=O)NC1=C(I)C(NC(C)=O)=C(I)C(C(=O)O)=C1I,[C][C][=Branch1][C][=O][N][C][=C][Branch1][C][I][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][=C][Branch1][C][I][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][#C][I]
7765,12.015915190708936,-5.742748665905187,-0.212638,-0.114031,O=C(CN1C=NC2=C(Cl)C=C(Cl)C=C2C1=O)C3=CC=CS3,[O][=C][Branch2][Ring1][#Branch1][C][N][C][=N][C][=C][Branch1][C][Cl][C][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][C][Ring1][N][=O][C][=C][C][=C][S][Ring1][Branch1]
20949,13.887433892918782,-4.988407772899141,-0.265502,-0.048508,O=P(O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O][=P][Branch1][C][O][Branch1][C][O][C][C][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][F]
20207,11.868877831105234,-5.79006206426737,-0.196887,-0.062396,COC1=CC=C(Cl)C=C1NC(=O)CCl,[C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][Cl]
24487,12.5990186212653,-5.626335926251967,-0.214427,-0.073159,CC(C)NC(=O)C1=CC(F)=CC=C1Br,[C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][Br]
26080,12.10643965705792,-5.33060242450199,-0.203356,-0.076668,N#CC1=CC=C2[NH1]C=C(I)C2=C1,[N][#C][C][=C][C][=C][NH1][C][=C][Branch1][C][I][C][Ring1][=Branch1][=C][Ring1][#Branch2]
14030,12.322804386124846,-4.698766814040897,-0.21359,-0.049007,C[C@@H1](N)[C@H1](O)C1=CC=C(Br)C=C1,[C][C@@H1][Branch1][C][N][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1]
12874,13.05437756333516,-5.316965903956265,-0.241742,-0.100876,O=C(O)C1=CC=C(Cl)C(Br)=C1,[O][=C][Branch1][C][O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Br][=C][Ring1][Branch2]
8396,11.299890651009182,-3.956722299819266,-0.186183,-0.04487,CC(C)(C)OC(=O)NC1=NC=C(CCN)S1,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][=N][C][=C][Branch1][Ring2][C][C][N][S][Ring1][Branch2]
25692,13.339460135470556,-3.898351439498644,-0.228039,-0.033683,O=C1C[C@@](O)(CF)CCO1,[O][=C][C][C@@][Branch1][C][O][Branch1][Ring1][C][F][C][C][O][Ring1][=Branch2]
23202,13.017285160789877,-5.827288072820365,-0.23662,-0.084869,FC1=CC=C(CBr)C(F)=C1Cl,[F][C][=C][C][=C][Branch1][Ring1][C][Br][C][Branch1][C][F][=C][Ring1][=Branch2][Cl]
11816,11.128113322318145,-4.05333985330207,-0.167332,-0.039998,CC1(C)OB(C2=CCCN(CC3=CC=CC=C3)C2)OC1(C)C,[C][C][Branch1][C][C][O][B][Branch2][Ring1][Ring2][C][=C][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=N][O][C][Ring2][Ring1][Ring1][Branch1][C][C][C]
27187,12.302481578669692,-4.126174176449307,-0.211569,-0.051109,CC(=O)N[C@H1](CC1=CC=CC=C1)C(=O)O,[C][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O]
23302,11.570308126808875,-5.035770423170178,-0.203058,-0.072284,CC1=CC=CC(N2C=C(CO)C(C3=CC(F)=C(Cl)C=C3Cl)=N2)=C1,[C][C][=C][C][=C][C][Branch2][Ring1][=N][N][C][=C][Branch1][Ring1][C][O][C][Branch1][S][C][=C][C][Branch1][C][F][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][Cl][=N][Ring1][S][=C][Ring2][Ring1][=Branch1]
