file_name,ion_pot,elec_aff,homo_n,lumo_n,smiles,selfies
19364,11.774859200233818,-4.5191121729567625,-0.195151,-0.064867,CCOC(=O)C=1C=NN(CC2=CC=C(Cl)C=C2)C=1N,[C][C][O][C][=Branch1][C][=O][C][C][=N][N][Branch1][=N][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=Ring1][=N][N]
17498,11.740851164538329,-6.432148058427021,-0.206905,-0.141258,COC1=CC=C(NC(=O)C2=CC(Cl)=CC(Cl)=C2O)C([N+1](=O)[O-1])=C1,[C][O][C][=C][C][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][O][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring2][Ring1][Branch1]
28933,11.437691508768117,-5.672697483840079,-0.197843,-0.099995,CCC1=CC=C(/C=C/C(=O)NC2=CC=C(C(C)=O)C=C2)O1,[C][C][C][=C][C][=C][Branch2][Ring1][#Branch1][/C][=C][/C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][=O][C][=C][Ring1][=Branch2][O][Ring2][Ring1][Ring1]
25487,10.769879690988637,-4.733623832929294,-0.177902,-0.055262,COC1=CC(N)=C(Cl)C=C1C(=O)N[C@H1]2CCN(CCCOC3=CC=C(F)C=C3)C[C@H1]2OC,[C][O][C][=C][C][Branch1][C][N][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C@H1][C][C][N][Branch1][S][C][C][C][O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C@H1][Ring1][P][O][C]
31834,10.67628255851058,-5.142452781332815,-0.158828,-0.079887,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1C2=CC3=CC=CC=C3N2C,[C][C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][C][Branch1][C][C][=C][Branch1][Branch2][C][=Branch1][C][=O][O][C][C][C][Ring1][=N][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C]
18330,12.503268826567924,-5.144758369357334,-0.22493,-0.066732,OC1=NC=NC(O)=C1C2=CC=CC=C2Cl,[O][C][=N][C][=N][C][Branch1][C][O][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl]
24096,12.22026000474184,-5.633872829037253,-0.214334,-0.109779,O=CC1=CC=C(C2=CC=CC=C2F)S1,[O][=C][C][=C][C][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][F][S][Ring1][N]
11287,12.184199171208192,-4.3883004605547775,-0.207141,-0.057822,COC1=CC=C(B2OC(C)(C)C(C)(C)O2)C(C(F)(F)F)=C1,[C][O][C][=C][C][=C][Branch2][Ring1][Ring2][B][O][C][Branch1][C][C][Branch1][C][C][C][Branch1][C][C][Branch1][C][C][O][Ring1][=Branch2][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring2][Ring1][Ring1]
22856,11.899320409460517,-3.527934082921281,-0.197748,-0.023776,CC(=O)O[C@@H1]1CC[C@@]2(C)C(=C(F)C[C@@H1]3[C@H1]4CCC[C@@]4(C)CC[C@H1]32)C1,[C][C][=Branch1][C][=O][O][C@@H1][C][C][C@@][Branch1][C][C][C][=Branch2][Ring1][Branch2][=C][Branch1][C][F][C][C@@H1][C@H1][C][C][C][C@@][Ring1][Branch1][Branch1][C][C][C][C][C@H1][Ring1][#Branch2][Ring1][S][C][Ring2][Ring1][Ring2]
19982,13.128322911609,-5.335757548451813,-0.225832,-0.11433,CC1=CC(C=O)=CN=C1Cl,[C][C][=C][C][Branch1][Ring1][C][=O][=C][N][=C][Ring1][Branch2][Cl]
