file_name,ion_pot,elec_aff,homo_n,lumo_n,smiles,selfies
5649,12.77178643035013,-6.121514629398292,-0.237136,-0.085381,CC1=CC(C)=C(S(=O)(=O)N2C=NC=N2)C(C)=C1,[C][C][=C][C][Branch1][C][C][=C][Branch1][#C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][C][=N][Ring1][Branch1][C][Branch1][C][C][=C][Ring1][S]
29338,12.190951036639426,-3.789609208641517,-0.201828,-0.042638,NCCC(=O)NCC(=O)O,[N][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O]
19267,11.867378777110885,-6.429312128009418,-0.20593,-0.135126,NC1=C(C(=O)C2=CC=C(Cl)C=C2)OC3=CC([N+1](=O)[O-1])=CC=C13,[N][C][=C][Branch1][S][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][O][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][=C][Ring2][Ring1][Branch1][Ring1][=Branch2]
33354,13.525158883869764,-5.502336215590972,-0.241715,-0.123863,O=C(O)C1=CC=NC=N1,[O][=C][Branch1][C][O][C][=C][C][=N][C][=N][Ring1][=Branch1]
25443,11.599482672572924,-5.781677810947378,-0.193624,-0.102825,FC1=CC=C(NC(=S)N/N=C/C2=CC=NC=C2)C=C1,[F][C][=C][C][=C][Branch1][P][N][C][=Branch1][C][=S][N][/N][=C][/C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][C]
18358,12.498084042635508,-5.999179143488827,-0.230213,-0.125708,O=CC1=CC(CC2=CC=CC=C2Cl)=CC([N+1](=O)[O-1])=C1O,[O][=C][C][=C][C][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][P][O]
7963,11.29483647986901,-5.1585510810401285,-0.196378,-0.061828,CC(C)(C)OC(=O)N1CCN([C@H1](C(=O)O)C2=CC=C(Br)S2)CC1,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring1][Ring1][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][C][Br][S][Ring1][=Branch1][C][C][Ring1][S]
29966,10.813099194398315,-5.524905291103913,-0.172416,-0.089597,CCCCCCCCCCCCCCCCCCNC1=C2C=CC=CC2=NC3=CC=CC=C13,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][N][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1]
15220,10.944938394171071,-5.40522831989052,-0.175395,-0.090416,C1=CC=C2C(=C1)C=C3C=CC4=CC=CC5=C6C=CC=CC6=C2C3=C45,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring2][Ring1][Ring1][C][Ring1][S][=C][Ring1][=C][Ring1][#Branch2]
20527,11.345163224373422,-6.150000464747369,-0.205097,-0.117678,CC(=O)NC1=CC=C(NC(=O)C2=CC=C(S(=O)(=O)F)C=C2)C(O)=C1,[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][F][C][=C][Ring1][#Branch2][C][Branch1][C][O][=C][Ring2][Ring1][Ring2]
2118,12.20968417747878,-4.904281973190343,-0.222118,-0.073443,CO[C@@H1]1O[C@H1]2CO[C@H1](C3=CC=CC=C3)O[C@@H1]2[C@H1](O)[C@H1]1N=[N+1]=[N-1],[C][O][C@@H1][O][C@H1][C][O][C@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C@@H1][Ring1][N][C@H1][Branch1][C][O][C@H1][Ring1][P][N][=N+1][=N-1]
1031,11.952885262959846,-4.847267309112112,-0.193982,-0.089222,CN1C=CC2=C(C=O)C=CC=C21,[C][N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][C][=C][Ring1][Branch2][Ring1][O]
32400,10.483059152281156,-4.709670533848024,-0.154673,-0.060689,C/C(=C\C1=CC=CO1)C2NC3=CC=CC4=CC=CC(=C34)N2,[C][/C][=Branch1][=Branch2][=C][\C][=C][C][=C][O][Ring1][Branch1][C][N][C][=C][C][=C][C][=C][C][=C][C][=Branch1][=Branch1][=C][Ring1][#Branch2][Ring1][=Branch1][N][Ring1][=N]
12056,11.60057165679061,-3.922102016629962,-0.191119,-0.038642,CC1(C)OB(C2=CC=C(OCCN3C=CC=N3)C=C2)OC1(C)C,[C][C][Branch1][C][C][O][B][Branch2][Ring1][Branch1][C][=C][C][=C][Branch1][O][O][C][C][N][C][=C][C][=N][Ring1][Branch1][C][=C][Ring1][=C][O][C][Ring2][Ring1][Ring2][Branch1][C][C][C]
12901,11.643700003349128,-5.485378592497909,-0.199465,-0.050723,CCCCCCCCCCCCCCCCOC1=CC=C(CCCC(=O)O)C=C1Br,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][C][=C][C][=C][Branch1][=Branch2][C][C][C][C][=Branch1][C][=O][O][C][=C][Ring1][N][Br]
25507,13.961174070260013,-4.999787413099489,-0.258151,-0.105281,N#CC1=CC=C(F)C=N1,[N][#C][C][=C][C][=C][Branch1][C][F][C][=N][Ring1][#Branch1]
13260,11.302120048241315,-4.535109791964639,-0.17804,-0.070444,NC1=CC=CC2=C(Br)C=CC=C12,[N][C][=C][C][=C][C][=C][Branch1][C][Br][C][=C][C][=C][Ring1][O][Ring1][#Branch1]
