file_name,ion_pot,elec_aff,homo_n,lumo_n,smiles,selfies
22962,11.925325417942172,-5.713997523302913,-0.204633,-0.123234,O=[N+1]([O-1])C1=CC(Br)=C(F)C(F)=C1NC2CCCCC2,[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][C][Br][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][=Branch2][N][C][C][C][C][C][C][Ring1][=Branch1]
5823,13.312869002047965,-5.203548006981531,-0.249915,-0.097639,CS(=O)(=O)C1=CC=C(Br)N=C1,[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][N][=C][Ring1][#Branch1]
13012,13.051560136381298,-5.389143625678532,-0.219933,-0.113673,CC1=CN=C(C=O)C=C1Br,[C][C][=C][N][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][Br]
17314,12.353637986560244,-6.772518212480302,-0.215109,-0.159314,COC1=C(Cl)C(=O)C(Cl)=C(OC)C1=O,[C][O][C][=C][Branch1][C][Cl][C][=Branch1][C][=O][C][Branch1][C][Cl][=C][Branch1][Ring1][O][C][C][Ring1][O][=O]
10058,12.52126699829892,-5.166202270020176,-0.217893,-0.06992,OB(O)C1=CC=CC=C1C=2N=N[NH1]N=2,[O][B][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][=N][NH1][N][=Ring1][Branch1]
7261,12.0582867993542,-5.388155050046976,-0.219293,-0.08288,CC1=CC=C(S(=O)(=O)O[C@H1]2[C@@H1]3O[C@H1](C4=CC=CC=C4)OC[C@H1]3OC[C@@H1]2OS(=O)(=O)C5=CC=C(C)C=C5)C=C1,[C][C][=C][C][=C][Branch2][Branch1][Ring2][S][=Branch1][C][=O][=Branch1][C][=O][O][C@H1][C@@H1][O][C@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C@H1][Ring1][N][O][C][C@@H1][Ring1][S][O][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring2][Branch1]
19475,12.626583364260672,-4.462932342358776,-0.222353,-0.055332,O=C(O)CCC1=CC=C(Cl)C=C1,[O][=C][Branch1][C][O][C][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
33143,12.356771333208677,-5.87610242993913,-0.21363,-0.11864,O=C(/C=C/C1=CC=NC=C1)C2=CC=CC=C2,[O][=C][Branch1][O][/C][=C][/C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
28875,11.610218772620104,-4.166168087921625,-0.20515,-0.038385,CC1=CC=CC(C)=C1NC(=O)[C@@H1]2CC=CC[C@@H1]2C(=O)O,[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C@@H1][C][C][=C][C][C@@H1][Ring1][=Branch1][C][=Branch1][C][=O][O]
19263,11.93312572320296,-5.777891400297502,-0.210075,-0.111176,CC(=O)C=1C=C(C(=O)C2=CC=C(Cl)C=C2)N3N=CC=CC=13,[C][C][=Branch1][C][=O][C][C][=C][Branch1][S][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][N][=C][C][=C][C][=Ring2][Ring1][C][Ring1][=Branch1]
1881,11.963671159140947,-4.172074779689056,-0.186537,-0.069477,C=1C=C2C=NC=CN2C=1,[C][C][=C][C][=N][C][=C][N][Ring1][=Branch1][C][=Ring1][=Branch2]
12267,12.637361913467496,-6.738827457036648,-0.225245,-0.097321,CC(=O)[C@H1](Br)[C@H1](Br)C1=CC=CC=C1,[C][C][=Branch1][C][=O][C@H1][Branch1][C][Br][C@H1][Branch1][C][Br][C][=C][C][=C][C][=C][Ring1][=Branch1]
